GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,
GUJGASLTD,GUJARAT GAS LTD,LPG/CNG/PNG/LNG SUPPLIER,Energy,
GUJRAFFIA,GUJARAT RAFFIA INDUSTRIES LTD,PACKAGING,Basic Materials,
GULFOILLUB,GULF OIL LUBRICANTS INDIA LTD,Oil Marketing & Distribution,Energy,
GULFPETRO,GP PETROLEUMS LTD,Oil Marketing & Distribution,Energy,
GULPOLY,GULSHAN POLYOLS LTD,Commodity Chemicals,Basic Materials,
GVKPIL,GVK POWER & INFRASTRUCTURE LTD,ENGINEERING / DESIGNING /CONSTRUCTION,CAPITAL GOODS,
HAL,HINDUSTAN AERONAUTICS LTD,Aerospace,CAPITAL GOODS,
HAPPSTMNDS,HAPPIEST MINDS TECHNOLOGIES LTD,IT Consulting & Application Software,Information Technology,
HARITASEAT,HARITA SEATING SYSTEMS LTD,Auto Parts & Equipment,CDGS ,
HARRMALAYA,HARRISONS  MALAYALAM LTD,Tyres & Rubber Products,CAPITAL GOODS,
HATHWAY,HATHWAY CABLE & DATACOM LTD,Broadcasting & Cable TV,SERVICES,
HATSUN,HATSUN AGRO PRODUCT LTD,Packaged Foods,FMCG ,
HAVELLS,HAVELLS INDIA LTD,Consumer Electronics,CAPITAL GOODS,
HAVISHA,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LTD,Oil Marketing & Distribution,Energy,
HBANKETF,HDFC MUTUAL FUND - HDFC BANKING ETF,MF / ETF,Finance,
HBLPOWER,HBL POWER SYSTEMS LTD,Other Electrical Equipment/ Products,Industrials,
HBSL,HB STOCKHOLDINGS LTD,NBFC,Finance,
HCC,HINDUSTAN CONSTRUCTION COMPANY LTD,Construction & Engineering,CAPITAL GOODS,
HCG,HEALTHCARE GLOBAL ENTERPRISES LTD,Healthcare  - Facilities,Healthcare,
HCL-INSYS,HCL INFOSYSTEMS LTD,COMPUTERS - HARDWARE,Information Technology,
HCLTECH,HCL TECHNOLOGIES LTD,COMPUTER SOFTWARE MAJOR,Information Technology,
HDFC,HOUSING DEVELOPMENT FINANCE CORPORATION LTD,Housing Finance Companies,Finance,
HDFC,HOUSING DEVELOPMENT FINANCE CORPORATION LTD,Housing Finance Companies,Finance,
HDFCAMC,HDFC ASSET MANAGEMENT COMPANY LTD,Asset Management Companies,Finance,
HDFCBANK,HDFC BANK LTD,BANKS - PVT,Finance,
HDFCLIFE,HDFC LIFE INSURANCE COMPANY LTD,Life Insurance,Finance,
HDFCMFGETF,HDFC MUTUAL FUND-HDFC GOLD EXCHANGE TRADED FUND,MF / ETF - GOLD ETF,Finance,
HDFCNIFETF,HDFC MUTUAL FUND - HDFC NIFTY ETF,MF / ETF,Finance,
HDFCSENETF,HDFC MUTUAL FUND - HDFC SENSEX ETF,MF / ETF,Finance,
HDIL,HOUSING DEVELOPMENT AND INFRASTRUCTURE LTD,Realty,CAPITAL GOODS,
HEALTHY,ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,MF / ETF,Finance,
HEG,HEG LTD, Industrial Goods,Industrials,
HEIDELBERG,HEIDELBERGCEMENT INDIA LTD,Cement & Cement Products,Basic Materials,
HEMIPROP,HEMISPHERE PROPERTIES INDIA LTD,Realty,CAPITAL GOODS,
HERANBA,HERANBA INDUSTRIES LTD,Agrochemicals,Basic Materials,
HERCULES,HERCULES HOISTS LTD,Industrial Machinery,CAPITAL GOODS,
HERITGFOOD,HERITAGE FOODS LTD,Packaged Foods,FMCG ,
HEROMOTOCO,HERO MOTOCORP LTD,2/3 Wheelers,CDGS ,
HESTERBIO,HESTER BIOSCIENCES LTD,Pharmaceuticals,Healthcare,
HEXATRADEX,HEXA TRADEX LTD,Trading Companies & Distributors,SERVICES,
HEXAWARE,HEXAWARE TECHNOLOGIES LTD,COMPUTERS - SOFTWARE,Information Technology,
HFCL,HFCL LTD,Telecom Cables,Telecom,
HGINFRA,H.G. INFRA ENGINEERING LTD,Construction & Engineering,CAPITAL GOODS,
HGS,HINDUJA GLOBAL SOLUTIONS LTD,BPO / ITeS,Information Technology,
HIKAL,HIKAL LTD,Pharmaceuticals,Healthcare,
HIL,HIL LTD,Cement & Cement Products,Basic Materials,
HILTON,HILTON METAL FORGING LTD, Industrial Products,Industrials,
HIMATSEIDE,HIMATSINGKA SEIDE LTD,Textiles,Industrials,
HINDALCO,HINDALCO INDUSTRIES LTD,ALUMINIUM,Basic Materials,
HINDCOMPOS,HINDUSTAN COMPOSITES LTD,Auto Parts & Equipment,CDGS ,
HINDCON,HINDCON CHEMICALS LTD,Specialty Chemicals,Basic Materials,
HINDCOPPER,HINDUSTAN COPPER LTD,COPPER & COPPER PRODUCTS,Basic Materials,
HINDMOTORS,HINDUSTAN MOTORS LTD,Cars & Utility Vehicles,CDGS ,
HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LTD,Containers & Packaging,Industrials,
HINDOILEXP,HINDUSTAN OIL EXPLORATION COMPANY LTD,OIL Exploration & Production,Energy,
HINDPETRO,HINDUSTAN PETROLEUM CORPORATION LTD,Refineries & Petroleum Products,Energy,
HINDUNILVR,HINDUSTAN UNILEVER LTD,Personal Products,FMCG ,
HINDZINC,HINDUSTAN ZINC LTD,Zinc,Basic Materials,
HIRECT,HIND RECTIFIERS LTD,Electronic Components / Equipment & Instruments,CAPITAL GOODS,
HISARMETAL,HISAR METAL INDUSTRIES LTD,IRON & STEEL PRODUCTS,Basic Materials,
HITECH,HI-TECH PIPES LTD,IRON & STEEL PRODUCTS,Basic Materials,
HITECHCORP,HITECH CORPORATION LTD,Containers & Packaging,Industrials,
HITECHGEAR,THE HI-TECH GEARS LTD,Auto Parts & Equipment,CDGS ,
HLEGLAS,HLE GLASCOAT LTD,Industrial Machinery,CAPITAL GOODS,
HLVLTD,HLV LTD,Hotels,SERVICES,
HMT,HMT LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,
HMVL,HINDUSTAN MEDIA VENTURES LTD,PRINTING & PUBLICATION,SERVICES,
HNDFDS,HINDUSTAN FOODS LTD,Packaged Foods,FMCG ,
HNGSNGBEES,NIPPON INDIA ETF HANG SENG BEES,MF / ETF,Finance,
HOMEFIRST,HOME FIRST FINANCE COMPANY INDIA LTD,Housing Finance Companies,Finance,
HONAUT,HONEYWELL AUTOMATION INDIA LTD,Other Electrical Equipment/ Products,Industrials,
HONDAPOWER,HONDA INDIA POWER PRODUCTS LTD,Industrial Machinery,CAPITAL GOODS,
HOTELRUGBY,HOTEL RUGBY LTD,Hotels,SERVICES,
HOVS,HOV SERVICES LTD,BPO / ITeS,Information Technology,
HPL,HPL ELECTRIC & POWER LTD,Consumer Electronics,CAPITAL GOODS,
HSCL,HIMADRI SPECIALITY CHEMICAL LTD,Specialty Chemicals,Basic Materials,
HSIL,HSIL LTD,Containers & Packaging,Industrials,
HTMEDIA,HT MEDIA LTD,PRINTING & PUBLICATION,SERVICES,
HUBTOWN,HUBTOWN LTD,Realty,CAPITAL GOODS,
HUDCO,HOUSING & URBAN DEVELOPMENT CORPORATION LTD,Housing Finance Companies,Finance,
HUHTAMAKI,HUHTAMAKI INDIA LTD,Containers & Packaging,Industrials,
IBMFNIFTY,INDIABULLS MUTUAL FUND - INDIABULLS NIFTY50 EXCHANGE TRADED FUND,MF / ETF,Finance,
IBREALEST,INDIABULLS REAL ESTATE LTD,Realty,CAPITAL GOODS,
IBULHSGFIN,INDIABULLS HOUSING FINANCE LTD,Housing Finance Companies,Finance,
IBULHSGFIN,INDIABULLS HOUSING FINANCE LTD,Housing Finance Companies,Finance,
ICDSLTD,ICDS LTD,Fin COS (including NBFCs),Finance,
ICEMAKE,ICE MAKE REFRIGERATION LTD,INDUSTRIAL EQUIPMENT - Refrigeration,CAPITAL GOODS,
ICICI500,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL S&P BSE 500 ETF - NA,MF / ETF,Finance,
ICICIALPLV,ICICI PRUDENTIAL MUTUAL FUND -ICICI PRUDENTIAL ALPHA LOW VOL 30 ETF,MF / ETF,Finance,
ICICIB22,ICICI PRUDENTIAL MUTUAL FUND - BHARAT 22 ETF,Bharat Bond - MF/ETF,Finance,
ICICIBANK,ICICI BANK LTD,BANKS - PVT,Finance,
ICICIBANKN,ICICI PRUDENTIAL BANK ETF NIFTY BANK INDEX,MF / ETF,Finance,
ICICIBANKP,ICICI PRUDENTIAL PRIVATE BANKS ETF-NIFTY PRIVATE BANK INDEX,MF / ETF,Finance,
ICICICONSU,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL CONSUMPTION ETF,MF / ETF,Finance,
ICICIFMCG,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL FMCG ETF,MF / ETF,Finance,
ICICIGI,ICICI LOMBARD GENERAL INSURANCE COMPANY LTD,General Insurance,Finance,
ICICIGOLD,ICICI PRUDENTIAL GOLD ETF,MF / ETF - GOLD ETF,Finance,
ICICILIQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL LIQUID ETF - NO NA,MF / ETF,Finance,
ICICILOVOL,ICICI PRUDENTIAL NIFTY LOW VOL 30 ETF,MF / ETF,Finance,
ICICIM150,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL MIDCAP 150 ETF,MF / ETF,Finance,
ICICIMCAP,ICICI PRUDENTIAL MIDCAP SELECT ETF,MF / ETF,Finance,
ICICINF100,ICICI PRUDENTIAL NIFTY 100 ETF,MF / ETF,Finance,
ICICINIFTY,ICICI PRUDENTIAL NIFTY ETF,MF / ETF,Finance,
ICICINV20,ICICI PRUDENTIAL NV20 ETF,MF / ETF,Finance,
ICICINXT50,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY NEXT 50 ETF,MF / ETF,Finance,
ICICIPHARM,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL HEALTHCARE ETF,MF / ETF,Finance,
ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LTD,Life Insurance,Finance,
ICICISENSX,ICICI PRUDENTIAL SENSEX ETF,MF / ETF,Finance,
ICICITECH,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL IT ETF,MF / ETF,Finance,
ICIL,INDO COUNT INDUSTRIES LTD,Textiles,Industrials,
ICRA,ICRA LTD,Financial Services,Finance,
IDBI,IDBI BANK LTD,BANKS - PVT,Finance,
IDBIGOLD,IDBI MUTUAL FUND - IDBI GOLD EXCHANGE TRADED FUND,MF / ETF - GOLD ETF,Finance,
IDEA,VODAFONE IDEA LTD,Telecommunication Services,Telecom,
IDFC,IDFC LTD,Fin COS (including NBFCs),Finance,
IDFCFIRSTB,IDFC FIRST BANK LTD,BANKS - PVT,Finance,
IDFNIFTYET,IDFC MUTUAL FUND - IDFC NIFTY ETF,MF / ETF,Finance,
IEX,INDIAN ENERGY EXCHANGE LTD,Financial Services,Finance,
IFBAGRO,IFB AGRO INDUSTRIES LTD,Breweries & Distilleries,FMCG ,
IFBIND,IFB INDUSTRIES LTD,Household Appliances,CAPITAL GOODS,
IFCI,IFCI LTD,Financial Institutions,Finance,
IFGLEXPOR,IFGL REFRACTORIES LTD, Industrial Goods,Industrials,
IGARASHI,IGARASHI MOTORS INDIA LTD,Auto Parts & Equipment,CDGS ,
IGL,INDRAPRASTHA GAS LTD,Oil Marketing & Distribution,Energy,
IGPL,IG PETROCHEMICALS LTD,Commodity Chemicals,Basic Materials,
IIFL,IIFL FINANCE LTD,Financial Services,Finance,
IIFLNIFTY,IIFL MUTUAL FUND - IIFL NIFTY ETF,MF / ETF,Finance,
IIFLSEC,IIFL SECURITIES LTD,Financial Services,Finance,
IIFLWAM,IIFL WEALTH MANAGEMENT LTD,Financial Services,Finance,
IITL,INDUSTRIAL INVESTMENT TRUST LTD,Fin COS (including NBFCs),Finance,
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD,Construction & Engineering,CAPITAL GOODS,
IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS LTD,Roads & Highways,Industrials,
IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LTD, Leisure Facilities,SERVICES,
IMFA,INDIAN METALS & FERRO ALLOYS LTD,Iron & Steel and Intermediary Products,Basic Materials,
IMPAL,INDIA MOTOR PARTS AND ACCESSORIES LTD,Trading Companies & Distributors,SERVICES,
IMPEXFERRO,IMPEX FERRO TECH LTD,FERRO & SILICA MANGANESE,Basic Materials,
INCREDIBLE,INCREDIBLE INDUSTRIES LTD,Iron & Steel and Intermediary Products,Basic Materials,
INDBANK,INDBANK MERCHANT BANKING SERVICES LTD,Financial Services,Finance,
INDHOTEL,THE INDIAN HOTELS COMPANY LTD,Hotels,SERVICES,
INDIACEM,THE INDIA CEMENTS LTD,Cement & Cement Products,Basic Materials,
INDIAGLYCO,INDIA GLYCOLS LTD,Commodity Chemicals,Basic Materials,
INDIAMART,INDIAMART INTERMESH LTD,Internet Software & Services,Information Technology,
INDIANB,INDIAN BANK,BANKS - PSU,Finance,
INDIANCARD,INDIAN CARD CLOTHING COMPANY LTD,Textiles,Industrials,
INDIANHUME,INDIAN HUME PIPE COMPANY LTD,Cement & Cement Products,Basic Materials,
INDIGO,INTERGLOBE AVIATION LTD,Airlines,SERVICES,
INDIGOPNTS,INDIGO PAINTS LTD,PAINTS,Industrials,
INDLMETER,IMP POWERS LTD,Heavy Electrical Equipment,Industrials,
INDNIPPON,INDIA NIPPON ELECTRICALS LTD,Auto Parts & Equipment,CDGS ,
INDOCO,INDOCO REMEDIES LTD,Pharmaceuticals,Healthcare,
INDORAMA,INDO RAMA SYNTHETICS (INDIA) LTD,Textiles,Industrials,
INDOSOLAR,INDOSOLAR LTD,Other Electrical Equipment/ Products,Industrials,
INDOSTAR,INDOSTAR CAPITAL FINANCE LTD,Fin COS (including NBFCs),Finance,
INDOTECH,INDO TECH TRANSFORMERS LTD,Heavy Electrical Equipment,Industrials,
INDOTHAI,INDO THAI SECURITIES LTD,Financial Services,Finance,
INDOWIND,INDOWIND ENERGY LTD,Electric Utilities,Utilities,
INDRAMEDCO,INDRAPRASTHA MEDICAL CORPORATION LTD,Healthcare  - Facilities,Healthcare,
INDSWFTLAB,IND-SWIFT LABORATORIES LTD,Pharmaceuticals,Healthcare,
INDSWFTLTD,IND-SWIFT LTD,Pharmaceuticals,Healthcare,
INDTERRAIN,INDIAN TERRAIN FASHIONS LTD,Other Apparels & Accessories,CDGS ,
INDUSINDBK,INDUSIND BANK LTD,BANKS - PVT,Finance,
INDUSTOWER,INDUS TOWERS LTD,Other Telecom Services,Telecom,
INEOSSTYRO,INEOS STYROLUTION INDIA LTD,Specialty Chemicals,Basic Materials,
INFIBEAM,INFIBEAM AVENUES LTD,Internet Software & Services,Information Technology,
INFOBEAN,INFOBEANS TECHNO. LTD.,IT ENABLED SERVICES - SOFTWARE,Information Technology,
INFOMEDIA,INFOMEDIA PRESS LTD,PRINTING & PUBLICATION,SERVICES,
INFRABEES,NIPPON INDIA ETF INFRA BEES,MF / ETF,Finance,
INFY,INFOSYS LTD,COMPUTER SOFTWARE MAJOR,Information Technology,
INGERRAND,INGERSOLL RAND (INDIA) LTD,Industrial Machinery,CAPITAL GOODS,
INOXLEISUR,INOX LEISURE LTD,Specialty Retail,CDGS ,
INOXWIND,INOX WIND LTD,Heavy Electrical Equipment,Industrials,
INSECTICID,INSECTICIDES (INDIA) LTD,Agrochemicals,Basic Materials,
INSPIRISYS,INSPIRISYS SOLUTIONS LTD,IT Consulting & Application Software,Information Technology,
INTEGRA,INTEGRA GARMENTS AND TEXTILES LTD,FABRICS & GARMENTS,CDGS ,
INTELLECT,INTELLECT DESIGN ARENA LTD,Software Products,Information Technology,
INTENTECH,INTENSE TECHNOLOGIES LTD,Software Products,Information Technology,
INTLCONV,INTERNATIONAL CONVEYORS LTD,PLASTIC PRODUCTS,Industrials,
INVENTURE,INVENTURE GROWTH & SECURITIES LTD,Financial Services,Finance,
IOB,INDIAN OVERSEAS BANK,BANKS - PSU,Finance,
IOC,INDIAN OIL CORPORATION LTD,Refineries & Petroleum Products,Energy,
IOLCP,IOL CHEMICALS AND PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,
IPCALAB,IPCA LABORATORIES LTD,Pharmaceuticals,Healthcare,
IPL,INDIA PESTICIDES LTD,Agrochemicals,Basic Materials,
IRB,IRB INFRASTRUCTURE DEVELOPERS LTD,Roads & Highways,Industrials,
IRCON,IRCON INTERNATIONAL LTD,Construction & Engineering,CAPITAL GOODS,
IRCTC,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LTD,Travel Support Services,SERVICES,
IRFC,INDIAN RAILWAY FINANCE CORPORATION LTD,Fin COS (including NBFCs),Finance,
IRIS,IRIS BUSINESS SERVICES LTD,Software Products,Information Technology,
IRISDOREME,IRIS CLOTHINGS LTD,FABRICS & GARMENTS,CDGS ,
ISEC,ICICI SECURITIES LTD,Financial Services,Finance,
ISFT,INTRASOFT TECHNOLOGIES LTD,ONLINE SERVICES,SERVICES,
ISGEC,ISGEC HEAVY ENGINEERING LTD,Industrial Machinery,CAPITAL GOODS,
ISMTLTD,ISMT LTD,Iron & Steel and Intermediary Products,Basic Materials,
ITC,ITC LTD,Cigarettes & Tobacco Products,FMCG ,
ITDC,INDIA TOURISM DEVELOPMENT CORPORATION LTD,Hotels,SERVICES,
ITDCEM,ITD CEMENTATION INDIA LTD,Construction & Engineering,CAPITAL GOODS,
ITI,ITI LTD,Telecommunications Equipment,Telecom,
IVC,IL&FS INVESTMENT MANAGERS LTD,Asset Management Companies,Finance,
IVP,IVP LTD,Commodity Chemicals,Basic Materials,
IVZINGOLD,INVESCO INDIA GOLD EXCHANGE TRADED FUND,MF / ETF - GOLD ETF,Finance,
IVZINNIFTY,INVESCO INDIA NIFTY EXCHANGE TRADED FUND,MF / ETF,Finance,
IWEL,INOX WIND ENERGY LTD,Heavy Electrical Equipment,Industrials,
IZMO,IZMO LTD,IT Consulting & Application Software,Information Technology,
J&KBANK,THE JAMMU & KASHMIR BANK LTD,BANKS - PVT,Finance,
JAGRAN,JAGRAN PRAKASHAN LTD,PRINTING & PUBLICATION,SERVICES,
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,
JAIBALAJI,JAI BALAJI INDUSTRIES LTD,Iron & Steel and Intermediary Products,Basic Materials,
JAICORPLTD,JAI CORP LTD,PLASTIC PRODUCTS,Industrials,
JAINSTUDIO,JAIN STUDIOS LTD,Broadcasting & Cable TV,SERVICES,
JAIPURKURT,NANDANI CREATION LTD,FABRICS & GARMENTS,CDGS ,
JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,
JASH,JASH ENGINEERING LTD,ENGINEERING / DESIGNING /CONSTRUCTION,CAPITAL GOODS,
JAYAGROGN,JAYANT AGRO ORGANICS LTD,Specialty Chemicals,Basic Materials,
JAYBARMARU,JAY BHARAT MARUTI LTD,Auto Parts & Equipment,CDGS ,
JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD,Iron & Steel and Intermediary Products,Basic Materials,
JAYSREETEA,JAYSHREE TEA & INDUSTRIES LTD,Tea & Coffee,FMCG ,
JBCHEPHARM,JB CHEMICALS & PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,
JBFIND,JBF INDUSTRIES LTD,Fibers & Plastics,Basic Materials,
JBMA,JBM AUTO LTD,Auto Parts & Equipment,CDGS ,
JCHAC,JOHNSON CONTROLS - HITACHI AIR CONDITIONING INDIA LTD,Consumer Electronics,CAPITAL GOODS,
JETAIRWAYS,JET AIRWAYS (INDIA) LTD,Airlines,SERVICES,
JETFREIGHT,JET FREIGHT LOGISTICS LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
JHS,JHS SVENDGAARD LABORATORIES LTD,Personal Products,FMCG ,
JIKIND,JIK INDUSTRIES LTD,GLASS,CAPITAL GOODS,
JINDALPHOT,JINDAL PHOTO LTD,Photographic Products,CDGS ,
JINDALPOLY,JINDAL POLY FILMS LTD,Containers & Packaging,Industrials,
JINDALSAW,JINDAL SAW LTD,IRON & STEEL PRODUCTS,Basic Materials,
JINDALSTEL,JINDAL STEEL & POWER LTD,Iron & Steel and Intermediary Products,Basic Materials,
JINDCOT,JINDAL COTEX LTD,MAN MADE  & BLENDED FIBRES,CAPITAL GOODS,
JINDRILL,JINDAL DRILLING AND INDUSTRIES LTD,OIL Exploration & Production,Energy,
JINDWORLD,JINDAL WORLDWIDE LTD,Textiles,Industrials,
JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD,PLASTIC PRODUCTS,Industrials,
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD,PLASTIC PRODUCTS,Industrials,
JITFINFRA,JITF INFRALOGISTICS LTD,Holding Companies,Finance,
JIYAECO,JIYA ECO-PRODUCTS LTD,OTHER UTILITIES,Utilities,
JKCEMENT,JK CEMENT LTD,Cement & Cement Products,Basic Materials,
JKIL,J.KUMAR INFRAPROJECTS LTD,Construction & Engineering,CAPITAL GOODS,
JKLAKSHMI,JK LAKSHMI CEMENT LTD,Cement & Cement Products,Basic Materials,
JKPAPER,JK PAPER LTD,Paper & Paper Products,Basic Materials,
JKTYRE,JK TYRE & INDUSTRIES LTD,Tyres & Rubber Products,CAPITAL GOODS,
JMA,JULLUNDUR MOTOR AGENCY (DELHI) LTD,Auto Parts & Equipment,CDGS ,
JMCPROJECT,JMC PROJECTS (INDIA)  LTD,Construction & Engineering,CAPITAL GOODS,
JMFINANCIL,JM FINANCIAL LTD,Holding Companies,Finance,
JMTAUTOLTD,JMT AUTO LTD,Auto Parts & Equipment,CDGS ,
JOCIL,JOCIL LTD,Specialty Chemicals,Basic Materials,
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD,Construction & Engineering,CAPITAL GOODS,
JPINFRATEC,JAYPEE INFRATECH LTD,Roads & Highways,Industrials,
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LTD,Financial Services,Finance,
JPPOWER,JAIPRAKASH POWER VENTURES LTD,Electric Utilities,Utilities,
JSL,JINDAL STAINLESS LTD,Iron & Steel and Intermediary Products,Basic Materials,
JSLHISAR,JINDAL STAINLESS (HISAR) LTD,IRON & STEEL PRODUCTS,Basic Materials,
JSWENERGY,JSW ENERGY LTD,Electric Utilities,Utilities,
JSWHL,JSW HOLDINGS LTD,Holding Companies,Finance,
JSWISPL,JSW ISPAT SPECIAL PRODUCTS LTD,Iron & Steel and Intermediary Products,Basic Materials,
JSWSTEEL,JSW STEEL LTD,STEEL MAJOR,Basic Materials,
JTEKTINDIA,JTEKT INDIA LTD,Auto Parts & Equipment,CDGS ,
JUBLFOOD,JUBILANT FOODWORKS LTD,Restaurants,SERVICES,
JUBLINDS,JUBILANT INDUSTRIES LTD,Specialty Chemicals,Basic Materials,
JUBLINGREA,JUBILANT INGREVIA LTD,Specialty Chemicals,Basic Materials,
JUBLPHARMA,JUBILANT PHARMOVA LTD,Pharmaceuticals,Healthcare,
JUNIORBEES,NIPPON INDIA ETF JUNIOR BEES,MF / ETF,Finance,
JUSTDIAL,JUST DIAL LTD,PRINTING & PUBLICATION,SERVICES,
JYOTHYLAB,JYOTHY LABS LTD,Household Products,CAPITAL GOODS,
JYOTISTRUC,JYOTI STRUCTURES LTD,Heavy Electrical Equipment,Industrials,
KABRAEXTRU,KABRA EXTRUSION TECHNIK LTD,Industrial Machinery,CAPITAL GOODS,
KAJARIACER,KAJARIA CERAMICS LTD,CERAMICS / GRANITES ,CDGS ,
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD,Cement & Cement Products,Basic Materials,
KALPATPOWR,KALPATARU POWER TRANSMISSION LTD,Heavy Electrical Equipment,Industrials,
KALYANIFRG,KALYANI FORGE LTD,Auto Parts & Equipment,CDGS ,
KALYANKJIL,KALYAN JEWELLERS INDIA LTD,Other Apparels & Accessories,CDGS ,
KAMATHOTEL,KAMAT HOTELS (I) LTD,Hotels,SERVICES,
KAMDHENU,KAMDHENU LTD,Iron & Steel and Intermediary Products,Basic Materials,
KANANIIND,KANANI INDUSTRIES LTD,Other Apparels & Accessories,CDGS ,
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD,Commodity Chemicals,Basic Materials,
KANPRPLA,KANPUR PLASTIPACK LTD,Containers & Packaging,Industrials,
KANSAINER,KANSAI NEROLAC PAINTS LTD,PAINTS,Industrials,
KAPSTON,KAPSTON FACILITIES MANAGEMENT LTD,Diversified Commercial Services,Diversified,
KARMAENG,KARMA ENERGY LTD,Electric Utilities,Utilities,
KARURVYSYA,KARUR VYSYA BANK LTD,BANKS - PVT,Finance,
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD,Hotels,SERVICES,
KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD,Telecommunications Equipment,Telecom,
KAYA,KAYA LTD,Specialized Consumer Services,SERVICES,
KBCGLOBAL,KBC GLOBAL LTD,Realty,CAPITAL GOODS,
KCP,KCP LTD,Cement & Cement Products,Basic Materials,
KCPSUGIND,KCP SUGAR AND INDUSTRIES CORPORATION LTD,Sugar,FMCG ,
KDDL,KDDL LTD,Other Apparels & Accessories,CDGS ,
KEC,KEC INTERNATIONAL LTD,Heavy Electrical Equipment,Industrials,
KECL,KIRLOSKAR ELECTRIC COMPANY LTD,Other Electrical Equipment/ Products,Industrials,
KEERTI,KEERTI KNOWLEDGE AND SKILLS LTD,IT EDUCATION,Information Technology,
KEI,KEI INDUSTRIES LTD,Other Electrical Equipment/ Products,Industrials,
KELLTONTEC,KELLTON TECH SOLUTIONS LTD,Software Products,Information Technology,
KENNAMET,KENNAMETAL INDIA LTD,Industrial Machinery,CAPITAL GOODS,
KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD,Transport Related Services,SERVICES,
KESORAMIND,KESORAM INDUSTRIES LTD,Cement & Cement Products,Basic Materials,
KEYFINSERV,KEYNOTE FINANCIAL SERVICES LTD,Financial Services,Finance,
KHADIM,KHADIM INDIA LTD,Footwear,CDGS ,
KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD,FERTILIZERS,Basic Materials,
KHAITANLTD,KHAITAN (INDIA) LTD,Trading Companies & Distributors,SERVICES,
KHANDSE,KHANDWALA SECURITIES LTD,Financial Services,Finance,
KICL,KALYANI INVESTMENT COMPANY LTD,INVESTMENT COMPANIES,Finance,
KILITCH,KILITCH DRUGS (INDIA) LTD,Pharmaceuticals,Healthcare,
KIMS,KRISHNA INSTITUTE OF MEDICAL SCIENCES LTD,Healthcare  - Facilities,Healthcare,
KINGFA,KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,PLASTIC PRODUCTS,Industrials,
KIOCL,KIOCL LTD,Iron & Steel and Intermediary Products,Basic Materials,
KIRIINDUS,KIRI INDUSTRIES LTD,Specialty Chemicals,Basic Materials,
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD,Iron & Steel and Intermediary Products,Basic Materials,
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,Industrial Machinery,CAPITAL GOODS,
KIRLOSENG,KIRLOSKAR OIL ENGINES LTD,Industrial Machinery,CAPITAL GOODS,
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,Industrial Machinery,CAPITAL GOODS,
KITEX,KITEX GARMENTS LTD,Other Apparels & Accessories,CDGS ,
KKCL,KEWAL KIRAN CLOTHING LTD,Other Apparels & Accessories,CDGS ,
KMSUGAR,K.M.SUGAR MILLS LTD,Sugar,FMCG ,
